Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,23,1215.666667,0,0.004761905,0,0,Dec,2,2,5,2,New_Visitor,FALSE,FALSE
0,0,0,0,5,427,0,0.04,0,0,Mar,3,3,3,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,23,662.5,0,0.013043478,0,0,Nov,2,2,6,2,New_Visitor,TRUE,TRUE
0,0,1,39.5,357,8864.036841,0.001685393,0.007310889,9.964255807,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,58,0,0,6,245,0,0.028571429,54.98,1,May,2,2,3,3,Returning_Visitor,TRUE,TRUE
5,72.57333333,10,208.6,27,1091.323333,0.005,0.029166667,0,0,Sep,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,6,81.75,0,0.066666667,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,TRUE
1,19.2,0,0,55,3134.066667,0,0.006666667,5.767419658,0,Aug,2,4,1,1,Returning_Visitor,TRUE,FALSE
7,235.75,4,66.5,37,729.7916667,0.004545455,0.018181818,60.42298474,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,63,1401.50873,0,0.003225806,88.95486906,0,Nov,1,1,1,7,Returning_Visitor,FALSE,TRUE
4,44.5,0,0,5,48.5,0,0.016666667,0,0.2,May,2,2,6,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,838.55,0,0.016783217,55.23646154,0,May,1,1,3,4,Returning_Visitor,FALSE,TRUE
3,555.5,0,0,58,2034.261905,0.00862069,0.035172414,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,TRUE
3,22,2,69.5,30,1671.583333,0,0.019354839,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
8,134.3733333,3,256.75,40,1773.610152,0.004255319,0.008355899,13.49047237,0,Nov,1,1,8,2,Returning_Visitor,TRUE,TRUE
8,1592.916667,2,146.6666667,14,1722.583333,0,0.031578947,0,0,Nov,4,1,3,8,New_Visitor,FALSE,TRUE
0,0,0,0,7,189.2,0,0.014285714,78.56959864,0,Sep,3,2,3,2,Returning_Visitor,FALSE,TRUE
2,49.5,0,0,260,8555.765985,0.005401961,0.017330846,0,0,Nov,1,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,15,450.2,0,0.021904762,0,0,May,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,313.8,0,0.05,14.53547145,0,Jul,2,6,3,5,Returning_Visitor,FALSE,FALSE
3,58.33333333,0,0,9,229.6666667,0.033333333,0.041666667,0,0,May,1,8,3,1,Returning_Visitor,TRUE,FALSE
1,0,0,0,11,1019.5,0.022222222,0.044444444,26.65777778,0,May,2,5,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,48.5,0.05,0.1,0,0,Dec,2,2,9,2,New_Visitor,FALSE,FALSE
11,233.475,0,0,118,4251.208187,0,0.012659622,14.67198629,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
5,175.1,0,0,26,615.5595238,0,0.002083333,62.77367187,0,Sep,1,1,1,3,New_Visitor,TRUE,TRUE
0,0,0,0,7,971,0.028571429,0.071428571,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
8,269.0416667,3,64.5,171,6400.430101,0.006967985,0.017556729,4.213364204,0,Nov,1,1,1,1,Returning_Visitor,FALSE,TRUE
1,0,0,0,1,0,0.2,0.2,0,0.6,May,1,1,4,2,Returning_Visitor,FALSE,FALSE
1,15.2,0,0,19,348.6,0,0.005555556,0,0,Aug,2,2,7,3,Returning_Visitor,FALSE,TRUE
2,235,0,0,23,1193,0,0.008333333,45.6125,0,May,3,2,7,2,New_Visitor,FALSE,TRUE
3,27,0,0,2,16,0,0.05,0,0,Nov,2,2,2,2,New_Visitor,TRUE,TRUE
2,70,0,0,18,443,0,0.02,24.2865,0,May,2,5,5,4,New_Visitor,TRUE,TRUE
0,0,0,0,37,638.25,0.005555556,0.016666667,0,0,Nov,2,2,4,1,Returning_Visitor,FALSE,TRUE
3,40,0,0,5,189.4166667,0,0.016666667,0,0,Dec,1,8,3,11,Returning_Visitor,TRUE,FALSE
6,66.77272727,1,83,62,2050.395743,0.005882353,0.012789661,17.07978235,0.2,May,3,2,4,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,28,950.8166667,0.032183908,0.046360153,0,0,Dec,3,2,1,1,Returning_Visitor,FALSE,FALSE
1,76.6,2,23.2,46,4598.433333,0.004255319,0.046808511,10.72449269,0,Jul,2,2,1,1,Returning_Visitor,FALSE,TRUE
2,78,0,0,22,325,0,0.007246377,19.10349568,0,Dec,4,1,3,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,96,5947.97123,0.0125,0.028333333,0,0,Nov,2,2,1,1,Returning_Visitor,TRUE,TRUE
0,0,0,0,72,2304.15,0.008450704,0.020355466,3.178183427,0,Nov,3,2,1,2,Returning_Visitor,FALSE,TRUE
9,505.5,0,0,19,1227,0,0.017391304,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
2,95.8,0,0,83,4052.358631,0.000340136,0.008176477,19.61979883,0,Sep,2,2,4,3,Returning_Visitor,FALSE,TRUE
9,152.875,2,54.91666667,85,2971.254167,0.002197802,0.013631606,1.022550578,0,Nov,2,2,3,1,Returning_Visitor,FALSE,TRUE
4,248.6666667,3,382.3333333,30,1039.477564,0.004285714,0.007428571,9.511714286,0,May,3,2,2,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,37,607.4666667,0,0.002777778,39.97777778,0,May,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,8,2,9,3,Other,FALSE,FALSE
5,77.08333333,2,96.5,15,2106.833333,0.014285714,0.037301587,0,0,Nov,1,1,4,2,Returning_Visitor,TRUE,TRUE
10,192.6654762,3,211,153,3812.161753,0.003012048,0.013769082,5.91438512,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
2,17,0,0,11,440,0,0.018181818,54.53454545,0,May,2,4,8,4,New_Visitor,FALSE,TRUE
2,42.4,0,0,24,2095.819048,0.025,0.041319444,0,0,Dec,3,2,3,1,Returning_Visitor,FALSE,FALSE
9,779.3556619,4,163.6666667,75,13430.97606,0.002941176,0.032017551,16.16333333,0,May,2,2,2,13,Returning_Visitor,FALSE,TRUE
4,60.16666667,3,164.5,159,5608.913545,0.002453988,0.018075125,2.702517858,0,Dec,2,2,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,24,805,0,0.008695652,53.988,0,May,2,2,1,2,New_Visitor,TRUE,TRUE
0,0,0,0,8,149,0,0.033333333,64.788,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
5,115.375,0,0,20,473.5,0.026111111,0.028996212,14.88419318,0,Dec,3,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,18,353.0833333,0.022222222,0.05,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,5,368,0,0.016666667,0,0,Dec,4,1,2,1,Returning_Visitor,TRUE,FALSE
6,123.4642857,0,0,34,1570.469048,0.001052632,0.010431717,19.66912605,0,Dec,2,2,2,7,Returning_Visitor,TRUE,TRUE
0,0,0,0,20,691.75,0,0.003333333,0,0,Dec,3,2,4,2,New_Visitor,FALSE,FALSE
3,37,0,0,62,1193,0.003076923,0.015384615,21.6018009,0,Nov,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,84,2524.194444,0,0.013730159,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,TRUE
5,400,0,0,20,991.5,0,0.013043478,22.13419743,0,Dec,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,98.91666667,0,0,110,4096.712716,0.002654867,0.011061947,0,0,Nov,1,2,6,2,Returning_Visitor,FALSE,FALSE
1,13,0,0,15,524.5,0,0.013333333,33.9612,0,May,3,2,1,6,Returning_Visitor,FALSE,TRUE
1,30,3,16.5,99,3072.305403,0.001960784,0.020506536,7.300656863,0,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
9,328.75,0,0,108,2793.733084,0.001949318,0.019205066,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,TRUE
13,189.2215153,3,22.5,108,4033.471998,0.007402653,0.013739852,24.02645488,0,May,3,2,9,13,Returning_Visitor,TRUE,TRUE
9,269.8,0,0,112,2478.622727,0,0.004005848,60.43385263,0.2,May,2,2,4,3,Returning_Visitor,FALSE,TRUE
2,39.4,0,0,62,2021.747727,0.003076923,0.015641026,0,0,Oct,2,2,1,4,Returning_Visitor,FALSE,FALSE
4,110.5666667,0,0,28,1203.72,0.00625,0.0125,0,0,Nov,2,2,5,2,New_Visitor,TRUE,FALSE
10,175.4666667,1,7,82,2378.377381,0.004318937,0.017004257,13.9750483,0,Nov,3,2,1,13,Returning_Visitor,FALSE,TRUE
6,63.08333333,0,0,174,3486.370682,0.009364162,0.019687687,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
1,75,4,250.6666667,44,1679.833333,0,0.001086957,45.8293144,0,Mar,2,2,1,2,New_Visitor,TRUE,TRUE
0,0,0,0,4,52,0,0.025,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,30,0,0.033333333,0,0,Dec,1,1,3,1,Returning_Visitor,FALSE,FALSE
3,101.6666667,0,0,22,2250.083333,0,0.019565217,32.70730435,0,May,2,4,4,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,6,2,2,Returning_Visitor,FALSE,FALSE
1,0,0,0,28,219.8,0,0.037931034,0,0,Nov,2,2,1,1,Returning_Visitor,TRUE,FALSE
5,230.3333333,2,64,33,964.047619,0,0.022857143,0,0,May,3,2,7,6,Returning_Visitor,FALSE,FALSE
0,0,1,37.2,37,2767.753333,0.005555556,0.015,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE,FALSE
12,152.75,6,1024.25,127,3247.644636,0.008844998,0.017025608,33.85339122,0,Nov,3,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,45,1594.283333,0,0.015227273,45.4316713,0,Mar,2,2,1,2,Returning_Visitor,TRUE,TRUE
10,187.6944444,5,495.5,122,2743.213113,0.000199005,0.005114363,1.483210939,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
4,32.66666667,0,0,34,1378.966667,0.007894737,0.01716792,18.46989474,0,May,3,2,1,4,Returning_Visitor,TRUE,TRUE
3,49.4,0,0,11,285.6,0,0.021428571,0,0,Oct,2,2,7,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,24,1163.266667,0.061111111,0.083333333,27.287869,0,Oct,1,1,4,1,Returning_Visitor,TRUE,TRUE
6,76.33333333,0,0,7,78.83333333,0.004444444,0.010666667,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
1,0,0,0,3,58.6,0,0.05,113.3238614,0,Oct,2,2,9,2,Returning_Visitor,TRUE,TRUE
2,42.4,0,0,5,163.2,0,0.028571429,20.71678117,0,Aug,2,10,3,3,Returning_Visitor,FALSE,TRUE
7,188.1666667,0,0,52,1089.642857,0.003508772,0.010233918,20.11792982,0,May,2,5,6,5,Returning_Visitor,TRUE,TRUE
0,0,0,0,6,134,0.066666667,0.094444444,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
1,29.53333333,0,0,22,814.7093939,0.004,0.021333333,14.92784091,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
7,58.6,0,0,20,585.8833333,0.017391304,0.044637681,0,0,Jul,1,1,1,4,Returning_Visitor,TRUE,FALSE
3,22,0,0,15,259.75,0,0.010416667,88.80448992,0,Dec,2,2,1,2,Returning_Visitor,TRUE,TRUE
4,92.1,2,28.2,29,852,0.00625,0.022395833,0,0,Aug,2,5,8,5,Returning_Visitor,FALSE,TRUE
11,524.75,3,258.625,197,6309.427034,0.006113821,0.011878229,3.364060957,0,Nov,2,10,1,2,Returning_Visitor,FALSE,TRUE
4,206.25,0,0,16,572.65,0,0.011111111,10.17711218,0,Sep,3,2,1,4,Returning_Visitor,TRUE,TRUE
0,0,0,0,9,953.8333333,0,0.011428571,92.83857143,0,May,3,2,1,5,Returning_Visitor,TRUE,TRUE
6,437.3913043,2,235.55,83,2503.881781,0.002197802,0.004916136,2.086218493,0,Mar,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,60,3,37.83333333,21,868.0166667,0,0.008,40.72562976,0,Dec,1,1,1,2,New_Visitor,FALSE,TRUE
3,53.25,1,77,198,3057.809524,0,0.002734559,11.97910693,0,May,4,1,5,1,Returning_Visitor,TRUE,TRUE
8,115.7,0,0,24,2159.5,0,0.022857143,0,0,Sep,2,2,5,2,Returning_Visitor,FALSE,FALSE
1,62.13333333,0,0,79,3421.653333,0.004878049,0.022357724,4.127430681,0,Oct,2,4,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,34,1021.75,0,0.021354167,0,0.4,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,76.75,0,0.016666667,0,0,Nov,1,1,8,2,New_Visitor,FALSE,TRUE
4,176.9133333,1,40.8,72,1548.194444,0,0.007887882,1.891943485,0,Aug,2,4,3,5,Returning_Visitor,FALSE,TRUE
1,32.2,0,0,17,876.4285714,0,0.0040625,0,0,Jul,3,2,1,3,Returning_Visitor,FALSE,TRUE
6,145,0,0,85,1704.580556,0.002930403,0.02539857,0,0,Nov,1,2,3,2,Returning_Visitor,FALSE,TRUE
17,346.7096405,3,207.25,292,8282.214508,0.000977199,0.005669849,13.91832377,0,Nov,2,2,1,2,Returning_Visitor,TRUE,FALSE
1,10,0,0,32,1277.75,0,0.006060606,78.12165404,0,Dec,8,13,9,20,Other,FALSE,TRUE
1,191.4,0,0,13,679.9033333,0,0.002564103,34.86423061,0,Nov,3,2,3,2,Returning_Visitor,TRUE,TRUE
2,24,0,0,11,959,0,0.030769231,0,0,May,4,5,1,3,Returning_Visitor,FALSE,FALSE
9,866.4280303,1,691,36,1617.612554,0.010869565,0.025668172,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,FALSE
14,160.1115392,6,1079.833333,154,7405.360281,0.004924242,0.021452975,8.533928457,0,Nov,4,1,4,1,Returning_Visitor,FALSE,TRUE
4,171.5,0,0,75,2416.060484,0.007699443,0.036664764,0,0,Nov,2,2,2,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,79,4709.992857,0,0.005574489,0,0,Nov,2,2,6,2,New_Visitor,FALSE,TRUE
5,218.8333333,3,54,28,1430.854167,0.018823529,0.022957516,9.509492485,0,Dec,3,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,70,0,0.1,0,0,May,1,1,1,4,Returning_Visitor,TRUE,FALSE
12,255.5166667,0,0,38,436.8583333,0,0.010852713,0,0,Oct,2,2,7,5,Returning_Visitor,TRUE,FALSE
1,4,0,0,18,631.6666667,0,0.027777778,56.32466667,0,May,2,2,1,3,Returning_Visitor,FALSE,TRUE
6,337,4,693,261,14150.54613,0.00598336,0.026011023,0.951933747,0,Nov,2,2,3,2,Returning_Visitor,FALSE,TRUE
4,153.25,0,0,19,402.7166667,0,0.003030303,57.474,0,May,2,2,5,4,New_Visitor,TRUE,TRUE
0,0,0,0,12,697.1666667,0,0.016666667,0,0.6,May,2,4,2,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,199.5,0,0.01,0,0,Nov,4,2,1,3,Returning_Visitor,FALSE,FALSE
1,30.5,0,0,34,1333.166667,0,0.006060606,8.754045182,0,Dec,2,2,7,2,New_Visitor,FALSE,TRUE
1,6,0,0,29,354.8333333,0,0.010344828,0,0,May,1,1,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,7,203.6666667,0,0.00952381,0,0,May,1,1,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,3,2,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,22,469.54,0,0.008695652,14.00979215,0,Oct,2,2,9,2,New_Visitor,FALSE,TRUE
3,277.6666667,1,32,32,1671.257393,0.005555556,0.017195767,0,0,May,3,2,8,2,Returning_Visitor,FALSE,FALSE
1,82.6,0,0,28,1375.133333,0,0.020689655,4.818947334,0,Oct,4,1,3,20,Returning_Visitor,FALSE,TRUE
0,0,0,0,20,1815.279762,0.012280702,0.029239766,0,0.6,May,1,2,1,2,Returning_Visitor,FALSE,FALSE
1,42.5,1,12.83333333,104,4054.755952,0.003883495,0.010097087,141.4590538,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,60.5,0,0,10,449.5,0.025,0.033333333,0,0,Dec,1,8,2,20,Returning_Visitor,FALSE,FALSE
2,75.6,2,652.8,10,1143.666667,0,0.023333333,0,0,Aug,2,2,4,2,Returning_Visitor,FALSE,FALSE
4,58,2,28.5,82,4729.065909,0,0.014544651,9.055465887,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
8,1040.25,0,0,207,5160.451362,0.002296651,0.013407291,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,2,62.33333333,34,1122.272727,0.047222222,0.071018519,0,0.8,May,2,2,4,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,734.25,0,0.015384615,40.4014481,0,Dec,2,2,9,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,53,5504.695238,0.011538462,0.031446886,12.32661404,0,Nov,2,2,1,1,Returning_Visitor,FALSE,TRUE
6,108.9166667,0,0,24,516.4166667,0,0.013333333,8.1816,0,May,2,2,1,5,Returning_Visitor,TRUE,TRUE
0,0,1,81,82,3214.020563,0,0.007723577,4.667079268,0,Mar,3,3,2,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,724,0,0.022222222,97.98,0,May,1,1,4,2,New_Visitor,TRUE,TRUE
0,0,0,0,53,2051.466667,0.004528302,0.017735849,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
7,133.4666667,4,46.5,26,1357.833333,0,0.018487395,18.26940096,0,Nov,3,2,9,2,New_Visitor,TRUE,TRUE
0,0,0,0,15,194.0666667,0.001904762,0.051238095,0,0,May,2,5,4,2,Returning_Visitor,FALSE,FALSE
1,35,1,49.5,11,1464,0,0.020512821,32.946,0.2,May,2,2,4,4,Returning_Visitor,FALSE,TRUE
2,16,0,0,33,1123.242857,0.006060606,0.021969697,11.12342124,0,Mar,2,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,18,760,0.084210526,0.115789474,0,0.8,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,11,0.088888889,0.188888889,0,0,Dec,2,2,2,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,11,0,0.1,0,0,Mar,4,2,2,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,8,349.5,0,0.028571429,25.188,0,Mar,1,2,1,8,New_Visitor,FALSE,TRUE
8,157,4,60,24,1192.5,0.015151515,0.033760684,5.689554113,0,May,2,2,1,7,Returning_Visitor,FALSE,FALSE
2,107,0,0,14,167.5,0.08125,0.108333333,0,0,May,3,2,1,2,Returning_Visitor,FALSE,FALSE
2,58.4,0,0,5,303.1,0,0.033333333,0,0,Oct,3,2,3,6,Returning_Visitor,FALSE,TRUE
7,51.70833333,2,280.5,149,7569.182143,8.01e-05,0.016297591,11.37726052,0,Nov,2,2,2,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,623.2,0.022222222,0.044444444,0,0,Jul,2,5,4,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,244.6666667,0.005,0.065,0,0,Dec,1,1,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,87.5,0,0.05,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
3,55.05,0,0,18,4916.583333,0.013636364,0.018636364,20.08902391,0,Nov,2,6,5,1,Returning_Visitor,FALSE,TRUE
3,13.73333333,1,2,27,407.6833333,0.006666667,0.011555556,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE,TRUE
4,88.25,2,546.5,37,2304.5,0,0.005,14.54270238,0,Nov,2,2,9,2,New_Visitor,FALSE,TRUE
1,41,0,0,37,1501.166667,0,0.019298246,15.249,0.4,May,2,6,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,323.9166667,0,0.008333333,35.8370931,0,Mar,1,1,4,10,Returning_Visitor,FALSE,TRUE
8,117.5,0,0,8,104.5,0,0.016666667,0,0,Nov,1,1,2,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,107.25,0,0.025,0,0,Dec,2,2,1,3,Returning_Visitor,FALSE,FALSE
5,147.4,0,0,12,1226.1,0.022222222,0.037301587,5.034409251,0,Sep,3,2,2,1,Returning_Visitor,FALSE,TRUE
0,0,1,28,19,1120.266667,0.021052632,0.052631579,11.38642105,0,May,4,1,6,4,Returning_Visitor,TRUE,TRUE
3,154,0,0,8,422.08,0,0.035185185,27.93478267,0,Jul,1,1,4,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,221,0,0.025,0,0,Dec,3,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,1,2,33,2601.231408,0.005882353,0.011764706,177.7714536,0,Nov,2,2,7,20,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,0,0.066666667,0.133333333,0,0,May,2,2,2,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.6,May,1,1,2,3,Returning_Visitor,FALSE,FALSE
1,119,0,0,12,297.6666667,0,0.008333333,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
9,257.0933333,2,39.4,98,3364.64045,0.029570957,0.034691241,35.03953094,0,Sep,3,2,8,13,Returning_Visitor,FALSE,FALSE
2,47,0,0,17,411.625,0,0.023529412,0,0,Mar,2,2,4,3,Returning_Visitor,FALSE,FALSE
16,254.253245,3,223.15,221,6606.726779,0.005533063,0.016561375,4.083948025,0,Oct,4,1,4,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,55,1119.543056,0.005454545,0.008870523,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
6,647.3333333,6,191.5833333,175,10886.87692,0.005110897,0.018243793,16.64099403,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,21,1,61,49,1647.152381,0,0.0008,144.3934888,0,Mar,2,2,7,2,Returning_Visitor,TRUE,TRUE
6,137.9166667,0,0,92,3163.14329,0.001075269,0.0095145,32.22246226,0,Nov,2,2,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,170.5333333,0,0,37.96905976,0,Aug,2,5,1,5,New_Visitor,FALSE,TRUE
0,0,0,0,2,166,0,0.05,0,0,Dec,8,13,9,20,Other,FALSE,FALSE
4,24.5,0,0,29,749.125,0.005882353,0.02745098,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE,TRUE
6,78.51333333,1,63.4,110,1691.236147,0.003448276,0.019359924,19.18310758,0,Aug,2,2,7,4,Returning_Visitor,TRUE,FALSE
4,57,0,0,7,591,0.006666667,0.033333333,0,0,Mar,1,2,6,6,Returning_Visitor,TRUE,FALSE
1,7,0,0,21,803,0.031578947,0.052631579,7.014753437,0,Nov,3,2,3,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
7,42.25714286,0,0,124,4067.010247,0.009230769,0.022888335,6.709440135,0,Nov,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,597.625,0.007692308,0.034615385,0,0,Nov,3,2,1,8,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,2,193,102,3085.620238,0.010851648,0.024392801,0,0,Nov,2,2,3,2,Returning_Visitor,TRUE,TRUE
7,94.83333333,2,38.9,262,6774.82,0.000425406,0.013069803,0,0,June,2,5,1,4,Returning_Visitor,FALSE,FALSE
5,59,0,0,3,44.66666667,0,0.025,0,0,Mar,2,4,6,2,Returning_Visitor,TRUE,FALSE
3,275,1,29.5,30,1107.047619,0,0.017760943,35.98106601,0,Mar,3,2,3,1,Returning_Visitor,TRUE,TRUE
8,92.93333333,0,0,78,2063.642844,0.007407407,0.011934156,0,0,Sep,3,2,6,13,Returning_Visitor,FALSE,FALSE
3,42.5,0,0,54,5972.416667,0.003508772,0.010526316,70.33953705,0,Nov,2,6,1,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,819.1666667,0,0.0125,24.73875,0,May,2,2,5,2,New_Visitor,FALSE,TRUE
1,69.5,0,0,16,895.8095238,0,0.004444444,32.14213333,0.6,May,3,2,2,6,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,439.8333333,0.005555556,0.003703704,0,0,Mar,1,1,7,2,New_Visitor,FALSE,FALSE
16,381.6731217,3,199.4,86,1618.40328,0.015067698,0.022043153,3.885233567,0,Jul,3,2,8,4,Returning_Visitor,FALSE,TRUE
1,37,0,0,12,663.5,0,0.016666667,10.83431037,0,Mar,3,2,6,8,New_Visitor,FALSE,TRUE
3,103.8,0,0,4,683.4,0.057142857,0.04,0,0,Aug,3,2,6,1,Returning_Visitor,FALSE,FALSE
6,82.14,0,0,12,191.1,0,0.0125,0,0,Nov,2,4,9,4,Returning_Visitor,FALSE,FALSE
12,257.75,0,0,3,97.5,0,0.038461538,0,0,Dec,3,2,4,8,Returning_Visitor,FALSE,TRUE
8,182.6480519,6,291.5,35,1373.464719,0.001550388,0.018148931,14.322,0,Mar,2,2,6,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,291.2,0.18,0.186666667,0,0,Oct,3,2,8,20,Returning_Visitor,FALSE,FALSE
0,0,0,0,10,130.5,0.02,0.1,0,0,Dec,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,1,77,58,3757.75,0.015819209,0.038418079,0,0,Nov,2,5,1,1,Returning_Visitor,FALSE,TRUE
1,10,0,0,30,602.5,0.009677419,0.014910394,0,0,Dec,2,2,2,10,Returning_Visitor,FALSE,FALSE
4,61.63333333,0,0,33,1804.011111,0,0.005022447,41.64590199,0,Nov,2,2,2,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,16,213.8,0.00625,0.06875,0,0,Aug,2,2,1,4,Returning_Visitor,FALSE,TRUE
1,20.2,0,0,77,3107.173333,0.002597403,0.017041847,18.74860165,0,Sep,2,2,7,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,701,0,0.057142857,0,0.8,May,2,5,1,4,Returning_Visitor,FALSE,FALSE
0,0,1,16,25,902.0833333,0,0.007692308,0,0,Dec,3,3,3,2,New_Visitor,FALSE,TRUE
0,0,0,0,4,2.333333333,0.15,0.1625,0,0,May,2,2,4,13,Returning_Visitor,FALSE,FALSE
1,72.66666667,4,345,24,879.9090909,0,0.035897436,6.482798269,0,Mar,2,4,4,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,349.5,0,0.008333333,0,0,Dec,1,1,6,1,Returning_Visitor,FALSE,FALSE
5,181.3333333,0,0,42,792.6666667,0,0.001626016,113.1512195,0,May,2,2,1,4,New_Visitor,TRUE,TRUE
0,0,0,0,63,1320.189881,0,0.000468384,0,0,Nov,2,6,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,34,0.133333333,0.166666667,0,0.4,May,3,2,4,13,Returning_Visitor,FALSE,FALSE
